Air Pollutant,Year,Air_Pollution_Level,Air Quality Station Type,Air Quality Station Area,State_x,City,Yearly Difference,Yearly Mean Difference,Normalized Difference,State_y,Date,Linke,Gruene,SPD,FDP,CDU,AfD,Others,Left,Right,Left_lag,Right_lag
PM10,1999,21.702,Background,suburban,BW,Aalen,-6.302,0.7911037037037036,-7.96608582477364,BW,1999,0.0,9.523809523809524,33.33333333333333,0.0,50.0,0.0,7.14285714285714,42.857142857142854,50.0,,
PM10,1999,21.702,Background,suburban,BW,Aalen,0.0,0.7911037037037036,0.0,BW,1999,0.0,9.523809523809524,33.33333333333333,0.0,50.0,0.0,7.14285714285714,42.857142857142854,50.0,42.857142857142854,50.0
PM10,1999,21.702,Background,suburban,BW,Aalen,0.0,0.7911037037037036,0.0,BW,1999,0.0,9.523809523809524,33.33333333333333,0.0,50.0,0.0,7.14285714285714,42.857142857142854,50.0,42.857142857142854,50.0
PM10,2004,17.911,Background,suburban,BW,Aalen,-6.543999999999997,-2.106560830860534,3.1064851791280863,BW,2004,0.0,12.5,25.0,0.0,45.83333333333333,0.0,16.66666666666667,37.5,45.83333333333333,42.857142857142854,50.0
PM10,2004,17.911,Background,suburban,BW,Aalen,0.0,-2.106560830860534,-0.0,BW,2004,0.0,12.5,25.0,0.0,45.83333333333333,0.0,16.66666666666667,37.5,45.83333333333333,37.5,45.83333333333333
PM10,2004,19.964,Background,suburban,BW,Aalen,2.0529999999999973,-2.106560830860534,-0.9745742776207146,BW,2004,0.0,12.5,25.0,0.0,45.83333333333333,0.0,16.66666666666667,37.5,45.83333333333333,37.5,45.83333333333333
PM10,2004,17.911,Background,suburban,BW,Aalen,-2.0529999999999973,-2.106560830860534,0.9745742776207146,BW,2004,0.0,12.5,25.0,0.0,45.83333333333333,0.0,16.66666666666667,37.5,45.83333333333333,37.5,45.83333333333333
PM10,2004,19.964,Background,suburban,BW,Aalen,2.0529999999999973,-2.106560830860534,-0.9745742776207146,BW,2004,0.0,12.5,25.0,0.0,45.83333333333333,0.0,16.66666666666667,37.5,45.83333333333333,37.5,45.83333333333333
PM10,2004,19.964,Background,suburban,BW,Aalen,0.0,-2.106560830860534,-0.0,BW,2004,0.0,12.5,25.0,0.0,45.83333333333333,0.0,16.66666666666667,37.5,45.83333333333333,37.5,45.83333333333333
PM10,2014,19.114,Background,Suburban,BW,Aalen,1.536999999999999,-0.1737932405566599,-8.843842229289162,BW,2014,0.0,15.68627450980392,21.5686274509804,0.0,37.25490196078432,0.0,25.49019607843137,37.25490196078432,37.25490196078432,40.74074074074075,38.88888888888889
PM10,2014,15.958,Background,Suburban,BW,Aalen,-3.1560000000000006,-0.1737932405566599,18.15950948317281,BW,2014,0.0,15.68627450980392,21.5686274509804,0.0,37.25490196078432,0.0,25.49019607843137,37.25490196078432,37.25490196078432,37.25490196078432,37.25490196078432
PM10,2024,12.069,Background,Suburban,BW,Aalen,1.41,0.3032672811059907,4.649364068744398,BW,2024,1.9230769230769231,19.23076923076924,17.307692307692307,0.0,26.923076923076923,13.461538461538462,21.15384615384615,38.46153846153847,40.38461538461539,48.9795918367347,34.69387755102041
PM10,2024,11.589,Background,Suburban,BW,Aalen,-0.4800000000000004,0.3032672811059907,-1.582762236168307,BW,2024,1.9230769230769231,19.23076923076924,17.307692307692307,0.0,26.923076923076923,13.461538461538462,21.15384615384615,38.46153846153847,40.38461538461539,38.46153846153847,40.38461538461539
PM10,2019,14.379,Background,Urban,TH,Altenburg,-3.174999999999999,-1.3484574257425743,2.3545422639143214,TH,2019,13.88888888888889,2.7777777777777777,11.11111111111111,2.7777777777777777,30.55555555555556,0.0,38.88888888888889,27.77777777777778,33.333333333333336,55.55555555555556,27.77777777777778
PM10,2024,15.149,Background,Urban,TH,Altenburg,2.841,0.3032672811059907,9.367973985321155,TH,2024,11.11111111111111,0.0,8.333333333333332,2.7777777777777777,27.77777777777778,25.0,25.0,19.444444444444443,55.55555555555556,27.77777777777778,33.333333333333336
PM10,2002,28.486,Traffic,urban,BY,Ansbach,-0.0949999999999988,0.762342803030303,-0.1246158547340842,BY,2002,0.0,5.0,27.500000000000004,0.0,40.0,0.0,27.5,32.5,40.0,,
PM10,2014,20.424,Traffic,Urban,BY,Ansbach,-2.639,-0.1737932405566599,15.184710242741776,BY,2014,0.0,10.0,20.0,0.0,30.0,0.0,39.99999999999999,30.0,30.0,35.0,32.5
PM10,2020,16.837,Traffic,Urban,BY,Ansbach,-1.0620000000000012,-0.7518148893360161,1.412581760568659,BY,2020,0.0,12.5,12.5,0.0,27.500000000000004,7.5,40.0,25.0,35.0,30.0,30.0
PM10,2002,32.364,Background,urban,BY,Aschaffenburg,3.484999999999996,0.762342803030303,4.571434249981984,BY,2002,0.0,6.8181818181818175,38.63636363636363,2.272727272727273,43.18181818181818,0.0,9.09090909090909,45.45454545454545,45.45454545454545,,
PM10,2002,25.259,Background,suburban,BY,Aschaffenburg,-7.104999999999997,0.762342803030303,-9.319954188270303,BY,2002,0.0,6.8181818181818175,38.63636363636363,2.272727272727273,43.18181818181818,0.0,9.09090909090909,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545
PM10,2008,20.898,Background,urban,BY,Aschaffenburg,-0.3249999999999993,-0.4787074122236671,0.6789115683217145,BY,2008,0.0,11.363636363636363,31.818181818181817,6.8181818181818175,38.63636363636363,0.0,11.36363636363636,43.18181818181818,45.45454545454545,45.45454545454545,45.45454545454545
PM10,2008,19.908,Background,suburban,BY,Aschaffenburg,-0.9899999999999984,-0.4787074122236671,2.0680690850415315,BY,2008,0.0,11.363636363636363,31.818181818181817,6.8181818181818175,38.63636363636363,0.0,11.36363636363636,43.18181818181818,45.45454545454545,43.18181818181818,45.45454545454545
PM10,2019,19.589,Traffic,Urban,SA,Aschersleben,-3.0700000000000003,-1.3484574257425743,2.2766755118793607,SA,2019,11.708889087816669,6.824217467848298,6.463163548473727,6.412436964759944,16.4742040402232,14.659982693283204,37.45710619759496,24.99627010413869,37.546623698266345,34.3732661858222,33.49835687764073
PM10,2019,20.32,Traffic,Urban,SA,Aschersleben,0.7310000000000016,-1.3484574257425743,-0.5421009117862593,SA,2019,11.708889087816669,6.824217467848298,6.463163548473727,6.412436964759944,16.4742040402232,14.659982693283204,37.45710619759496,24.99627010413869,37.546623698266345,24.99627010413869,37.546623698266345
PM10,2024,17.219,Traffic,Urban,SA,Aschersleben,1.3290000000000006,0.3032672811059907,4.382272941390998,SA,2024,5.767264487246802,3.7554923038660295,7.17384696161605,3.907480586951115,18.00370298726062,28.145466604029075,33.24674606903031,16.696603752728883,50.05665017824081,24.99627010413869,37.546623698266345
PM10,2014,14.613,Background,Urban,BY,Augsburg,-4.091999999999999,-0.1737932405566599,23.54521952000733,BY,2014,3.333333333333333,11.666666666666666,21.666666666666668,1.6666666666666667,38.333333333333336,6.666666666666667,16.66666666666666,36.66666666666667,46.666666666666664,45.0,43.333333333333336
PM10,2014,15.818,Background,Suburban,BY,Augsburg,-6.305999999999999,-0.1737932405566599,36.28449518405822,BY,2014,3.333333333333333,11.666666666666666,21.666666666666668,1.6666666666666667,38.333333333333336,6.666666666666667,16.66666666666666,36.66666666666667,46.666666666666664,36.66666666666667,46.666666666666664
PM10,2020,14.567,Background,Urban,BY,Augsburg,-1.6099999999999994,-0.7518148893360161,2.141484589939301,BY,2020,3.333333333333333,23.33333333333333,15.0,1.6666666666666667,33.33333333333333,6.666666666666667,16.66666666666667,41.66666666666666,41.66666666666666,36.66666666666667,46.666666666666664
PM10,2020,12.232,Background,Suburban,BY,Augsburg,-6.001000000000001,-0.7518148893360161,7.982018027469411,BY,2020,3.333333333333333,23.33333333333333,15.0,1.6666666666666667,33.33333333333333,6.666666666666667,16.66666666666667,41.66666666666666,41.66666666666666,41.66666666666666,41.66666666666666
PM10,2014,22.124,Traffic,Urban,BY,Augsburg,7.510999999999999,-0.1737932405566599,-43.21802146011121,BY,2014,3.333333333333333,11.666666666666666,21.666666666666668,1.6666666666666667,38.333333333333336,6.666666666666667,16.66666666666666,36.66666666666667,46.666666666666664,45.0,43.333333333333336
PM10,2014,26.544,Traffic,Urban,BY,Augsburg,10.726,-0.1737932405566599,-61.71701480244348,BY,2014,3.333333333333333,11.666666666666666,21.666666666666668,1.6666666666666667,38.333333333333336,6.666666666666667,16.66666666666666,36.66666666666667,46.666666666666664,36.66666666666667,46.666666666666664
